Date,USGG10YR Index,VIX Index,DXY Curncy,Indice des prix à la consommation (IPC),Indice des prix des dépenses de consommation personnelle (PCE),Inflation 'noyau' (Core CPI),Taux de chômage,Taux de participation au marché du travail,Créations d'emplois non agricoles (Nonfarm Payrolls),Produit intérieur brut (PIB),Ventes au détail,Commandes de biens durables,Indice de confiance des consommateurs du Conference Board,Indice de sentiment des consommateurs de l'Université du Michigan,Indice des prix à la production (PPI),Observation Value,Observation Value_EIUIR,Observation Value_EIUIQ,Actuel,Rate Change Indicator
1992-01-01,7.309999942779541,17.399999618530273,87.48999786376953,138.3,62.638,145.1,7.3,66.3,108367.0,10236.435,130617.0,,,67.5,115.6,7.3,94.0,95.7,,
1992-02-01,7.269999980926514,16.68000030517578,88.98999786376953,138.6,62.797,145.4,7.4,66.2,108312.0,10236.435,130396.0,114535.0,-0.66446,68.8,116.0,7.4,94.0,96.3,,
1992-03-01,7.539999961853027,16.18000030517578,89.6500015258789,139.1,62.949,145.9,7.4,66.4,108361.0,10236.435,130385.0,120025.0,-0.66365,76.0,116.1,7.4,93.9,96.2,,
1992-04-01,7.610000133514404,15.529999732971191,89.62000274658203,139.4,63.119,146.3,7.4,66.5,108515.0,10347.429,130933.0,124470.0,-0.67608,77.2,116.3,7.4,93.6,96.4,0.0375,1.0
1992-05-01,7.329999923706055,13.859999656677246,87.22000122070312,139.7,63.203,146.8,7.6,66.6,108648.0,10347.429,131255.0,125822.0,-0.785,79.2,117.2,7.6,94.0,96.7,,
1992-06-01,7.139999866485596,13.350000381469727,83.72000122070312,140.1,63.315,147.1,7.8,66.7,108717.0,10347.429,131296.0,122834.0,-0.86549,80.4,118.0,7.8,94.8,96.5,,
1992-07-01,6.71999979019165,13.170000076293945,81.91000366210938,140.5,63.524,147.6,7.7,66.7,108799.0,10449.673,132058.0,122590.0,-0.91902,76.6,117.9,7.7,95.3,96.6,0.0325,1.0
1992-08-01,6.619999885559082,13.579999923706055,78.87999725341797,140.8,63.609,147.9,7.6,66.6,108923.0,10449.673,133215.0,120411.0,-0.94557,76.1,117.7,7.6,95.7,96.3,,
1992-09-01,6.369999885559082,14.279999732971191,81.0999984741211,141.1,63.713,148.1,7.6,66.5,108954.0,10449.673,133510.0,120711.0,-0.91018,75.6,118.0,7.6,95.9,96.6,0.03,1.0
1992-10-01,6.800000190734863,16.149999618530273,87.62999725341797,141.7,63.938,148.8,7.3,66.2,109135.0,10558.648,134653.0,127392.0,-0.81094,73.3,118.1,7.3,96.6,96.3,,
1992-11-01,6.949999809265137,13.010000228881836,90.83999633789062,142.1,64.064,149.2,7.4,66.3,109280.0,10558.648,135075.0,122374.0,-0.66389,85.3,117.8,7.4,96.0,96.2,,
1992-12-01,6.699999809265137,12.569999694824219,92.36000061035156,142.3,64.176,149.6,7.4,66.3,109500.0,10558.648,136833.0,126080.0,-0.71946,91.0,117.6,7.4,94.4,96.3,,
1993-01-01,6.389999866485596,12.420000076293945,92.45999908447266,142.8,64.332,150.1,7.3,66.2,109795.0,10576.275,137487.0,121637.0,-0.91644,89.3,118.0,7.3,94.3,96.4,,
1993-02-01,6.03000020980835,13.15999984741211,94.05000305175781,143.1,64.429,150.6,7.1,66.2,110044.0,10576.275,137021.0,128854.0,-0.96207,86.6,118.4,7.1,94.2,96.7,,
1993-03-01,6.03000020980835,12.529999732971191,91.87000274658203,143.3,64.561,150.8,7.0,66.2,109992.0,10576.275,136351.0,126762.0,-0.96595,85.9,118.7,7.0,94.7,96.6,,
1993-04-01,6.050000190734863,12.420000076293945,89.48999786376953,143.8,64.733,151.4,7.1,66.1,110295.0,10637.847,138228.0,127395.0,-0.99067,85.6,119.3,7.1,95.2,96.8,,
1993-05-01,6.159999847412109,13.470000267028809,89.08000183105469,144.2,64.933,151.8,7.1,66.4,110570.0,10637.847,139420.0,126529.0,-1.01381,80.3,119.7,7.1,95.5,97.1,,
1993-06-01,5.800000190734863,11.260000228881836,93.62999725341797,144.3,64.955,152.1,7.0,66.5,110751.0,10637.847,139265.0,130212.0,-0.99645,81.5,119.5,7.0,95.0,96.9,,
1993-07-01,5.829999923706055,11.729999542236328,95.37000274658203,144.5,65.059,152.3,6.9,66.4,111060.0,10688.606,140453.0,128111.0,-1.04305,77.0,119.2,6.9,94.5,97.0,,
1993-08-01,5.449999809265137,11.850000381469727,93.94999694824219,144.8,65.17,152.8,6.8,66.4,111209.0,10688.606,140203.0,129378.0,-1.12146,77.3,118.7,6.8,94.4,97.0,,
1993-09-01,5.400000095367432,12.989999771118164,92.81999969482422,145.0,65.238,152.9,6.7,66.2,111454.0,10688.606,141570.0,127233.0,-1.11522,77.9,118.7,6.7,94.5,96.9,,
1993-10-01,5.388000011444092,11.460000038146973,95.08000183105469,145.6,65.443,153.4,6.8,66.3,111734.0,10833.987,142027.0,133168.0,-1.06719,82.7,119.1,6.8,94.9,96.9,,
1993-11-01,5.795000076293945,13.760000228881836,96.20999908447266,146.0,65.567,153.9,6.6,66.3,111990.0,10833.987,142670.0,130391.0,-1.00224,81.2,119.0,6.6,94.4,97.0,,
1993-12-01,5.7829999923706055,11.65999984741211,96.83999633789062,146.3,65.582,154.3,6.5,66.4,112324.0,10833.987,143603.0,133565.0,-0.96087,88.2,118.6,6.5,93.5,97.3,,
1994-01-01,5.638000011444092,10.630000114440918,95.58999633789062,146.3,65.604,154.5,6.6,66.6,112598.0,10939.116,142482.0,138498.0,-1.03023,94.3,119.1,6.6,93.5,98.0,,
1994-02-01,6.150000095367432,14.869999885559082,94.55000305175781,146.7,65.756,154.8,6.6,66.6,112779.0,10939.116,144389.0,137141.0,-1.03634,93.2,119.3,6.6,93.9,98.0,0.0325,3.0
1994-03-01,6.77400016784668,20.450000762939453,93.05999755859375,147.1,65.937,155.3,6.5,66.5,113240.0,10939.116,147104.0,136548.0,-0.93212,91.5,119.7,6.5,94.0,98.2,0.035,3.0
1994-04-01,7.034999847412109,13.770000457763672,92.12000274658203,147.2,66.015,155.5,6.4,66.5,113587.0,11087.361,146567.0,140336.0,-0.75909,92.6,119.7,6.4,94.7,98.2,0.0375,3.0
1994-05-01,7.1519999504089355,13.029999732971191,92.5199966430664,147.5,66.111,155.9,6.1,66.6,113923.0,11087.361,146831.0,142630.0,-0.72716,92.8,119.9,6.1,95.5,98.5,0.0425,3.0
1994-06-01,7.328999996185303,14.970000267028809,89.62000274658203,147.9,66.272,156.4,6.1,66.4,114237.0,11087.361,148589.0,145063.0,-0.74917,91.2,120.5,6.1,96.3,98.5,,
1994-07-01,7.09499979019165,11.130000114440918,89.87000274658203,148.4,66.481,156.7,6.1,66.4,114607.0,11152.176,149266.0,145013.0,-0.72864,89.0,120.7,6.1,97.2,98.7,,
1994-08-01,7.164999961853027,11.970000267028809,89.66999816894531,149.0,66.634,157.1,6.0,66.6,114899.0,11152.176,150931.0,145884.0,-0.77569,91.7,121.2,6.0,97.6,98.9,0.0475,3.0
1994-09-01,7.598999977111816,14.279999732971191,87.87999725341797,149.3,66.708,157.5,5.9,66.6,115253.0,11152.176,151451.0,145487.0,-0.82216,91.5,121.0,5.9,97.2,99.1,,
1994-10-01,7.793000221252441,14.5600004196167,85.69000244140625,149.4,66.821,157.8,5.8,66.7,115458.0,11279.932,152530.0,149547.0,-0.68546,92.7,120.9,5.8,97.9,99.7,,
1994-11-01,7.888000011444092,15.949999809265137,89.12999725341797,149.8,66.948,158.2,5.6,66.7,115873.0,11279.932,152528.0,150038.0,-0.59338,91.6,121.5,5.6,98.5,100.4,0.055,3.0
1994-12-01,7.827000141143799,13.199999809265137,88.7300033569336,150.1,66.991,158.3,5.5,66.7,116176.0,11279.932,153761.0,152489.0,-0.5064,95.1,121.9,5.5,98.4,101.1,,
1995-01-01,7.5929999351501465,11.960000038146973,87.98999786376953,150.5,67.127,159.0,5.6,66.8,116504.0,11319.951,154349.0,150459.0,-0.39315,97.6,122.9,5.6,98.7,101.9,,
1995-02-01,7.210000038146973,11.75,85.93000030517578,150.9,67.246,159.4,5.4,66.8,116693.0,11319.951,152497.0,153856.0,-0.51616,95.1,123.5,5.4,99.4,102.5,0.06,3.0
1995-03-01,7.189000129699707,13.369999885559082,81.9000015258789,151.2,67.37,159.9,5.4,66.7,116907.0,11319.951,153566.0,152888.0,-0.64717,90.3,123.9,5.4,99.9,103.0,,
1995-04-01,7.046000003814697,11.75,81.80000305175781,151.8,67.547,160.4,5.8,66.9,117065.0,11353.721,153976.0,151401.0,-0.65659,92.5,124.6,5.8,100.9,104.0,,
1995-05-01,6.285999774932861,12.850000381469727,82.56999969482422,152.1,67.651,160.7,5.6,66.5,117050.0,11353.721,155268.0,152838.0,-0.69632,89.8,124.9,5.6,101.8,104.3,,
1995-06-01,6.203000068664551,11.380000114440918,81.58000183105469,152.4,67.717,161.1,5.6,66.5,117286.0,11353.721,155848.0,150051.0,-0.75834,92.7,125.3,5.6,101.4,104.5,,
1995-07-01,6.428999900817871,13.489999771118164,81.56999969482422,152.6,67.802,161.4,5.7,66.6,117377.0,11450.31,156088.0,148915.0,-0.71264,94.4,125.3,5.7,101.1,104.8,0.0575,1.0
1995-08-01,6.2729997634887695,11.520000457763672,85.56999969482422,152.9,67.948,161.8,5.7,66.6,117639.0,11450.31,156773.0,154372.0,-0.71624,96.2,125.1,5.7,100.8,104.3,,
1995-09-01,6.1570000648498535,12.739999771118164,84.29000091552734,153.1,67.995,162.2,5.6,66.6,117880.0,11450.31,157818.0,160175.0,-0.74984,88.9,125.2,5.6,100.8,104.4,,
1995-10-01,6.002999782562256,13.829999923706055,83.66000366210938,153.5,68.171,162.7,5.5,66.6,118029.0,11528.067,156905.0,155473.0,-0.73061,90.2,125.3,5.5,100.4,104.5,,
1995-11-01,5.744999885559082,11.579999923706055,85.26000213623047,153.7,68.169,163.0,5.6,66.5,118168.0,11528.067,158801.0,156146.0,-0.74406,88.2,125.4,5.6,100.6,104.5,,
1995-12-01,5.574999809265137,12.520000457763672,84.76000213623047,153.9,68.3,163.1,5.6,66.4,118325.0,11528.067,160236.0,163279.0,-0.79633,91.0,125.7,5.6,101.0,104.4,0.055,1.0
1996-01-01,5.580999851226807,12.529999732971191,87.37999725341797,154.7,68.452,163.7,5.6,66.4,118318.0,11614.418,158350.0,155806.0,-0.77557,89.3,126.3,5.6,101.2,104.9,0.0525,1.0
1996-02-01,6.111999988555908,17.040000915527344,86.29000091552734,155.0,68.56,164.0,5.5,66.6,118734.0,11614.418,159720.0,150773.0,-0.83305,88.5,126.2,5.5,101.0,104.7,,
1996-03-01,6.334000110626221,18.8799991607666,86.5199966430664,155.5,68.767,164.4,5.5,66.6,118990.0,11614.418,161543.0,164976.0,-0.84421,93.7,126.4,5.5,101.6,104.6,,
1996-04-01,6.632999897003174,15.829999923706055,88.0199966430664,156.1,68.973,164.6,5.6,66.7,119156.0,11808.14,163145.0,156830.0,-0.74336,92.7,127.4,5.6,102.5,105.2,,
1996-05-01,6.843999862670898,16.06999969482422,87.77999877929688,156.4,69.092,165.0,5.6,66.7,119489.0,11808.14,164099.0,164502.0,-0.71103,89.4,128.1,5.6,101.8,105.6,,
1996-06-01,6.710999965667725,13.680000305175781,87.81999969482422,156.7,69.091,165.4,5.3,66.7,119770.0,11808.14,164270.0,164599.0,-0.74857,92.4,128.0,5.3,100.7,105.4,,
1996-07-01,6.789999961853027,19.459999084472656,85.9000015258789,157.0,69.237,165.7,5.5,66.9,120016.0,11914.063,164328.0,163588.0,-0.71969,94.7,128.0,5.5,100.6,104.9,,
1996-08-01,6.935999870300293,17.010000228881836,86.36000061035156,157.2,69.303,166.0,5.1,66.7,120201.0,11914.063,164886.0,157310.0,-0.73345,95.3,128.3,5.1,100.7,104.7,,
1996-09-01,6.698999881744385,16.950000762939453,87.94000244140625,157.7,69.499,166.5,5.2,66.9,120402.0,11914.063,166072.0,165442.0,-0.77623,94.7,128.2,5.2,101.8,103.9,,
1996-10-01,6.348999977111816,18.110000610351562,87.43000030517578,158.2,69.709,166.8,5.2,67.0,120663.0,12037.775,167610.0,165266.0,-0.74462,96.5,128.0,5.2,102.4,103.6,,
1996-11-01,6.039999961853027,17.139999389648438,87.91999816894531,158.7,69.833,167.2,5.4,67.0,120949.0,12037.775,168253.0,170783.0,-0.80736,99.2,128.2,5.4,102.2,103.2,,
1996-12-01,6.4070000648498535,20.920000076293945,88.18000030517578,159.1,69.914,167.4,5.4,67.0,121145.0,12037.775,169156.0,162332.0,-0.80478,96.9,129.1,5.4,102.5,103.2,,
1997-01-01,6.502999782562256,19.469999313354492,93.04000091552734,159.4,70.005,167.8,5.3,67.0,121363.0,12115.472,169471.0,161827.0,-0.71826,97.4,129.7,5.3,102.2,103.3,,
1997-02-01,6.534999847412109,21.100000381469727,94.88999938964844,159.7,70.151,168.1,5.2,66.9,121675.0,12115.472,170821.0,170221.0,-0.71844,99.7,128.5,5.2,101.2,103.5,,
1997-03-01,6.9070000648498535,22.139999389648438,94.72000122070312,159.8,70.225,168.4,5.2,67.1,121989.0,12115.472,171928.0,167568.0,-0.75403,100.0,127.3,5.2,100.0,103.6,0.055,3.0
1997-04-01,6.702000141143799,20.059999465942383,97.18000030517578,159.9,70.294,168.9,5.1,67.1,122284.0,12317.221,170754.0,174054.0,-0.70032,101.4,127.0,5.1,98.8,103.6,,
1997-05-01,6.663000106811523,19.190000534057617,94.8499984741211,159.9,70.262,169.2,4.9,67.1,122551.0,12317.221,170738.0,168586.0,-0.64201,103.2,127.4,4.9,98.8,103.4,,
1997-06-01,6.501999855041504,21.530000686645508,95.66999816894531,160.2,70.352,169.4,5.0,67.1,122816.0,12317.221,171991.0,174828.0,-0.63139,104.5,127.2,5.0,98.8,103.2,,
1997-07-01,6.004000186920166,21.479999542236328,99.63999938964844,160.4,70.394,169.7,4.9,67.2,123112.0,12471.01,173448.0,178860.0,-0.64125,107.1,126.9,4.9,98.5,103.2,,
1997-08-01,6.329999923706055,24.760000228881836,99.0,160.8,70.45,169.8,4.8,67.2,123092.0,12471.01,173821.0,177302.0,-0.66528,104.4,127.2,4.8,98.4,103.2,,
1997-09-01,6.10699987411499,22.90999984741211,97.11000061035156,161.2,70.62,170.2,4.9,67.1,123577.0,12471.01,174978.0,177835.0,-0.64839,106.0,127.5,4.9,98.4,102.9,,
1997-10-01,5.818999767303467,35.09000015258789,95.63999938964844,161.5,70.712,170.6,4.7,67.1,123923.0,12577.495,174980.0,177801.0,-0.61326,105.6,127.8,4.7,98.6,102.5,,
1997-11-01,5.85099983215332,27.43000030517578,97.79000091552734,161.7,70.716,170.8,4.6,67.2,124230.0,12577.495,175126.0,191187.0,-0.50864,107.2,127.9,4.6,98.1,102.5,,
1997-12-01,5.738999843597412,24.010000228881836,99.6500015258789,161.8,70.701,171.2,4.7,67.2,124551.0,12577.495,175418.0,173770.0,-0.47395,102.1,126.8,4.7,97.2,102.0,,
1998-01-01,5.51200008392334,21.469999313354492,100.79000091552734,162.0,70.736,171.6,4.6,67.1,124813.0,12703.742,176093.0,174288.0,-0.51812,106.6,125.4,4.6,95.9,101.3,,
1998-02-01,5.616000175476074,18.549999237060547,99.81999969482422,162.0,70.699,171.9,4.6,67.1,125018.0,12703.742,176843.0,181270.0,-0.61604,110.4,125.0,4.6,95.0,101.0,,
1998-03-01,5.6620001792907715,24.219999313354492,101.5,162.0,70.71,172.2,4.7,67.1,125164.0,12703.742,176948.0,176886.0,-0.66203,106.5,124.7,4.7,94.1,100.7,,
1998-04-01,5.666999816894531,21.18000030517578,99.70999908447266,162.2,70.798,172.5,4.3,67.0,125445.0,12821.339,178522.0,180915.0,-0.63743,108.7,124.9,4.3,93.9,100.3,,
1998-05-01,5.546000003814697,21.31999969482422,100.44999694824219,162.6,70.895,172.9,4.4,67.0,125846.0,12821.339,179193.0,180634.0,-0.60484,106.5,125.1,4.4,93.7,100.4,,
1998-06-01,5.434000015258789,19.709999084472656,101.16999816894531,162.8,70.835,173.2,4.5,67.0,126077.0,12821.339,179707.0,172189.0,-0.58065,105.6,124.8,4.5,93.1,99.9,,
1998-07-01,5.49399995803833,24.799999237060547,101.19999694824219,163.2,71.01,173.5,4.5,67.0,126209.0,12982.752,181091.0,170459.0,-0.56089,105.2,124.9,4.5,92.3,99.5,,
1998-08-01,5.0320000648498535,44.279998779296875,100.19999694824219,163.4,71.108,174.0,4.5,67.0,126547.0,12982.752,181382.0,179033.0,-0.51926,104.4,124.2,4.5,92.0,99.0,,
1998-09-01,4.409999847412109,40.95000076293945,96.16999816894531,163.5,71.067,174.2,4.6,67.2,126745.0,12982.752,181354.0,181422.0,-0.30466,100.9,123.8,4.6,92.2,98.5,0.0525,1.0
1998-10-01,4.603000164031982,28.049999237060547,93.7300033569336,163.9,71.223,174.4,4.5,67.2,126950.0,13191.67,183255.0,178527.0,-0.06103,97.4,124.0,4.5,92.3,98.4,0.05,1.0
1998-11-01,4.72599983215332,26.010000228881836,96.19999694824219,164.1,71.226,174.8,4.4,67.1,127225.0,13191.67,184474.0,182400.0,-0.00401,102.7,123.6,4.4,91.8,98.6,0.0475,1.0
1998-12-01,4.638000011444092,24.420000076293945,94.16999816894531,164.4,71.298,175.4,4.4,67.2,127598.0,13191.67,186057.0,178424.0,-0.12146,100.5,122.8,4.4,91.0,98.5,,
1999-01-01,4.6529998779296875,26.25,96.08000183105469,164.7,71.398,175.6,4.3,67.2,127704.0,13315.597,186333.0,186527.0,-0.21466,103.9,122.9,4.3,91.3,98.5,,
1999-02-01,5.271999835968018,27.8799991607666,98.68000030517578,164.7,71.358,175.6,4.4,67.2,128118.0,13315.597,188260.0,185546.0,-0.28047,108.1,122.3,4.4,91.2,98.3,,
1999-03-01,5.234000205993652,23.260000228881836,100.0999984741211,164.8,71.412,175.7,4.2,67.0,128233.0,13315.597,189026.0,184689.0,-0.36496,105.7,122.6,4.2,91.5,97.9,,
1999-04-01,5.349999904632568,25.06999969482422,101.0,165.9,71.757,176.3,4.3,67.1,128595.0,13426.748,190327.0,182993.0,-0.40924,104.6,123.6,4.3,92.4,98.1,,
1999-05-01,5.611000061035156,25.389999389648438,102.51000213623047,166.0,71.804,176.5,4.2,67.1,128810.0,13426.748,191524.0,185963.0,-0.43217,106.8,124.7,4.2,93.1,98.2,,
1999-06-01,5.809999942779541,21.09000015258789,102.8499984741211,166.0,71.826,176.6,4.3,67.1,129088.0,13426.748,191997.0,182590.0,-0.40208,107.3,125.2,4.3,92.9,98.2,0.05,3.0
1999-07-01,5.9070000648498535,24.639999389648438,99.75,166.7,72.017,177.1,4.3,67.1,129423.0,13604.771,192947.0,189083.0,-0.32727,106.0,125.7,4.3,93.8,98.1,,
1999-08-01,5.979000091552734,24.450000762939453,99.94999694824219,167.1,72.148,177.3,4.2,67.0,129569.0,13604.771,194517.0,189414.0,-0.19946,104.5,126.9,4.2,94.8,98.4,0.0525,3.0
1999-09-01,5.885000228881836,25.40999984741211,98.54000091552734,167.8,72.407,177.8,4.2,67.0,129781.0,13604.771,196167.0,188910.0,-0.14212,107.2,128.0,4.2,95.8,98.5,,
1999-10-01,6.002999782562256,22.200000762939453,99.05999755859375,168.1,72.529,178.1,4.1,67.0,130179.0,13827.98,197299.0,194547.0,-0.07333,103.2,127.7,4.1,96.0,98.8,,
1999-11-01,6.163000106811523,24.18000030517578,101.98999786376953,168.4,72.594,178.4,4.1,67.1,130467.0,13827.98,198696.0,186597.0,-0.08957,107.2,128.3,4.1,96.7,99.0,0.055,3.0
1999-12-01,6.434999942779541,24.639999389648438,101.87000274658203,168.8,72.763,178.7,4.0,67.1,130781.0,13827.98,203954.0,196344.0,-0.16183,105.4,127.8,4.0,97.4,99.0,,
2000-01-01,6.666999816894531,24.950000762939453,105.12999725341797,169.3,72.961,179.3,4.0,67.3,131009.0,13878.147,200365.0,201360.0,-0.15059,112.0,128.3,4.0,97.8,99.2,,
2000-02-01,6.408999919891357,23.3700008392334,105.91999816894531,170.0,73.191,179.4,4.1,67.3,131120.0,13878.147,202935.0,183911.0,-0.20303,111.3,129.8,4.1,99.7,99.6,0.0575,3.0
2000-03-01,6.0229997634887695,24.110000610351562,105.44000244140625,171.0,73.505,180.0,4.0,67.3,131604.0,13878.147,206759.0,192130.0,-0.18276,107.1,130.8,4.0,99.9,100.0,0.06,3.0
2000-04-01,6.214000225067139,26.200000762939453,110.13999938964844,170.9,73.444,180.3,3.8,67.3,131883.0,14130.908,205234.0,195044.0,-0.07698,109.2,130.7,3.8,98.5,100.0,,
2000-05-01,6.284999847412109,23.649999618530273,108.73999786376953,171.2,73.505,180.7,4.0,67.1,132106.0,14130.908,205613.0,188606.0,-0.01617,110.7,131.6,4.0,98.8,100.2,0.065,3.0
2000-06-01,6.01800012588501,19.540000915527344,106.83999633789062,172.2,73.754,181.1,4.0,67.1,132060.0,14130.908,206784.0,219745.0,0.05805,106.4,133.8,4.0,100.2,100.1,,
2000-07-01,6.0289998054504395,20.739999771118164,109.56999969482422,172.7,73.939,181.5,4.0,66.9,132228.0,14145.312,207425.0,189265.0,0.02036,108.3,133.7,4.0,100.2,100.0,,
2000-08-01,5.729000091552734,16.84000015258789,112.5999984741211,172.7,73.934,181.9,4.1,66.9,132231.0,14145.312,207607.0,188730.0,-0.10311,107.3,132.9,4.1,100.4,99.8,,
2000-09-01,5.7779998779296875,20.56999969482422,113.25,173.6,74.252,182.3,3.9,66.9,132357.0,14145.312,210698.0,199947.0,-0.19132,106.8,134.7,3.9,101.6,100.4,,
2000-10-01,5.756999969482422,23.6299991607666,116.6500015258789,173.9,74.353,182.6,3.9,66.8,132352.0,14229.765,210719.0,186158.0,-0.18493,105.8,135.4,3.9,101.2,100.3,,
2000-11-01,5.439000129699707,29.649999618530273,115.23999786376953,174.2,74.457,183.1,3.9,66.9,132553.0,14229.765,211384.0,189392.0,-0.1577,107.6,135.0,3.9,101.2,100.3,,
2000-12-01,5.110000133514404,26.850000381469727,109.55999755859375,174.6,74.571,183.3,3.9,67.0,132718.0,14229.765,212267.0,188659.0,-0.07533,98.4,136.2,3.9,100.5,100.1,,
2001-01-01,5.178999900817871,22.020000457763672,110.5199966430664,175.6,74.932,183.9,4.2,67.2,132699.0,14183.12,212908.0,177056.0,-0.07202,94.7,140.0,4.2,100.5,100.3,0.055,1.0
2001-01-01,5.178999900817871,22.020000457763672,110.5199966430664,175.6,74.932,183.9,4.2,67.2,132699.0,14183.12,212908.0,177056.0,-0.07202,94.7,140.0,4.2,100.5,100.3,0.06,1.0
2001-02-01,4.9079999923706055,28.350000381469727,112.01000213623047,176.0,75.048,184.4,4.2,67.1,132786.0,14183.12,212585.0,180276.0,-0.22533,90.6,137.4,4.2,99.9,100.2,,
2001-03-01,4.914999961853027,28.639999389648438,117.37000274658203,176.1,75.055,184.7,4.3,67.2,132751.0,14183.12,210779.0,182209.0,-0.27635,91.5,135.9,4.3,98.3,100.0,0.05,1.0
2001-04-01,5.3379998207092285,25.479999542236328,115.8499984741211,176.4,75.187,185.1,4.4,66.9,132455.0,14271.694,213875.0,171850.0,-0.24343,88.4,136.4,4.4,97.8,99.9,0.045,1.0
2001-05-01,5.413000106811523,22.639999389648438,119.06999969482422,177.3,75.385,185.3,4.3,66.7,132411.0,14271.694,214457.0,177749.0,-0.32925,92.0,136.8,4.3,98.0,99.6,0.04,1.0
2001-06-01,5.389999866485596,19.059999465942383,119.43000030517578,177.7,75.518,186.0,4.5,66.7,132296.0,14271.694,213691.0,176350.0,-0.42787,92.6,135.5,4.5,97.6,99.4,0.0375,1.0
2001-07-01,5.0370001792907715,21.6200008392334,117.18000030517578,177.4,75.493,186.4,4.6,66.8,132173.0,14214.516,213437.0,170129.0,-0.45692,92.4,133.4,4.6,96.1,99.0,,
2001-08-01,4.815999984741211,24.920000076293945,113.41999816894531,177.4,75.484,186.7,4.9,66.5,132024.0,14214.516,215063.0,170484.0,-0.5021,91.5,133.4,4.9,96.0,98.8,0.035,1.0
2001-09-01,4.574999809265137,31.93000030517578,113.4800033569336,178.1,75.227,187.1,5.0,66.8,131765.0,14214.516,212155.0,164123.0,-0.43502,81.8,133.3,5.0,95.9,99.0,0.03,1.0
2001-10-01,4.263000011444092,33.560001373291016,114.86000061035156,177.6,75.492,187.4,5.3,66.7,131452.0,14253.574,214085.0,171530.0,-0.32583,82.7,130.3,5.3,93.7,98.3,0.025,1.0
2001-11-01,4.74399995803833,23.84000015258789,116.12999725341797,177.5,75.441,188.1,5.5,66.7,131141.0,14253.574,214698.0,163811.0,-0.39222,83.9,129.8,5.5,92.3,97.8,0.02,1.0
2001-12-01,5.0320000648498535,23.799999237060547,116.75,177.4,75.363,188.4,5.7,66.7,130984.0,14253.574,215485.0,165304.0,-0.3691,88.8,128.1,5.7,91.4,97.6,0.0175,1.0
2002-01-01,5.025000095367432,21.09000015258789,120.23999786376953,177.7,75.431,188.7,5.7,66.5,130853.0,14372.785,215843.0,163324.0,-0.35159,93.0,128.5,5.7,91.6,97.5,,
2002-02-01,4.859000205993652,21.59000015258789,119.16000366210938,178.0,75.558,189.1,5.7,66.8,130732.0,14372.785,216886.0,172406.0,-0.48322,90.7,128.4,5.7,91.6,97.3,,
2002-03-01,5.406000137329102,17.399999618530273,118.62000274658203,178.5,75.763,189.2,5.7,66.6,130720.0,14372.785,217692.0,167853.0,-0.4919,95.7,129.8,5.7,92.8,97.6,,
2002-04-01,5.091000080108643,21.90999984741211,115.19000244140625,179.3,76.08,189.7,5.9,66.7,130616.0,14460.848,220582.0,171852.0,-0.5045,93.0,130.8,5.9,94.3,98.0,,
2002-05-01,5.043000221252441,19.979999542236328,111.80999755859375,179.5,76.13,190.0,5.8,66.7,130632.0,14460.848,219889.0,171854.0,-0.58383,96.9,130.8,5.8,94.4,98.0,,
2002-06-01,4.823999881744385,25.399999618530273,106.11000061035156,179.6,76.225,190.2,5.8,66.6,130682.0,14460.848,220018.0,166070.0,-0.6242,92.4,130.9,5.8,94.1,98.0,,
2002-07-01,4.465000152587891,32.029998779296875,107.41000366210938,180.0,76.393,190.5,5.8,66.5,130585.0,14519.633,220441.0,174282.0,-0.5404,88.1,131.2,5.8,94.5,98.3,,
2002-08-01,4.13700008392334,32.63999938964844,106.9800033569336,180.5,76.543,191.1,5.7,66.6,130587.0,14519.633,220446.0,177126.0,-0.44148,87.6,131.5,5.7,94.8,98.5,,
2002-09-01,3.6070001125335693,39.689998626708984,106.87000274658203,180.8,76.681,191.3,5.7,66.7,130498.0,14519.633,220344.0,166838.0,-0.40433,86.1,132.3,5.7,95.5,98.8,,
2002-10-01,3.9110000133514404,31.139999389648438,106.63999938964844,181.2,76.821,191.5,5.7,66.6,130621.0,14537.58,222023.0,169134.0,-0.35897,80.6,133.2,5.7,95.5,98.7,,
2002-11-01,4.2129998207092285,27.5,106.41000366210938,181.5,76.897,191.9,5.9,66.4,130617.0,14537.58,223553.0,170023.0,-0.41309,84.2,133.1,5.9,94.6,98.8,0.0125,1.0
2002-12-01,3.818000078201294,28.6200008392334,101.8499984741211,181.8,76.971,192.1,6.0,66.3,130469.0,14537.58,224153.0,163962.0,-0.46054,86.7,132.9,6.0,95.2,98.6,,
2003-01-01,3.9749999046325684,31.170000076293945,99.91000366210938,182.6,77.201,192.4,5.8,66.4,130580.0,14614.141,225575.0,169994.0,-0.46808,82.4,135.3,5.8,96.9,98.9,,
2003-02-01,3.696000099182129,29.6299991607666,99.70999908447266,183.6,77.526,192.5,5.9,66.4,130443.0,14614.141,224632.0,174113.0,-0.53533,79.9,137.6,5.9,98.5,99.5,,
2003-03-01,3.822999954223633,29.149999618530273,99.05999755859375,183.9,77.725,192.5,5.9,66.3,130232.0,14614.141,227697.0,172245.0,-0.5433,77.6,141.2,5.9,99.1,99.7,,
